,sent,received
1583934840,489.3917851,0.5532349
1583934900,624.552859,0.0173078
1583934960,762.5665947,0.4406762
1583935020,423.5435213,0.0676013
1583935080,614.0874504,0.6002535
1583935140,693.4223448,0.2511331
1583935200,767.6465166,0.1816491
1583935260,696.4243134,0.3928177
1583935320,562.8724477,0.3669049
1583935380,594.6791246,0.0736501
1583935440,602.9960383,0.5692496
1583935500,231.3038538,0.6194706
1583935560,392.100096,0.0746352
1583935620,345.3729907,0.9011007
1583935680,565.7459884,0.3922848
1583935740,648.8809982,0.8418556
1583935800,720.7787562,0.6669742
1583935860,582.3566397,0.1987453
1583935920,532.9264635,0.452908
1583935980,459.0229749,0.6111719
1583936040,314.3041348,0.259148
1583936100,591.8082941,0.0036923
1583936160,574.5103161,0.7403042
1583936220,435.2197347,0.2112139
1583936280,518.6087826,0.8616308
1583936340,521.0371822,0.8094661
1583936400,418.731884,0.0741369
1583936460,718.3801553,0.6752812
1583936520,678.6071824,0.8182205
1583936580,517.3415411,0.4140345
1583936640,537.8464721,0.3388152
1583936700,779.6464541,0.3098319
1583936760,290.0194383,0.3912988
1583936820,341.7261425,0.4375892
1583936880,634.2120828,0.0304033
1583936940,661.5084292,0.8932829
1583937000,740.5400107,0.0551896
1583937060,494.1699701,0.7234313
1583937120,413.9575387,0.1767846
1583937180,562.5031501,0.0552604
1583937240,714.1868829,0.2886041
1583937300,631.0195984,0.5239979
1583937360,726.2456663,0.426754
1583937420,448.9985757,0.267586
1583937480,553.0385664,0.0835986
1583937540,798.9956657,0.4898454
1583937600,268.1992428,0.7095537
1583937660,508.5549905,0.177184
1583937720,752.9915247,0.4830227
1583937780,242.4248479,0.1287627
1583937840,478.9509827,0.4282311
1583937900,752.3807102,0.3327329
1583937960,203.3768641,0.1968102
1583938020,438.7061528,0.6146006
1583938080,469.3648449,0.9426198
1583938140,452.5792563,0.2971962
1583938200,463.9345504,0.9709693
1583938260,783.7783563,0.2231937
1583938320,288.3670117,0.0889487
1583938380,571.0185834,0.2368469
1583938440,330.5714162,0.4722526
1583938500,405.8891121,0.7507997
1583938560,504.4598373,0.5655972
1583938620,213.7665984,0.6392363
1583938680,397.6200745,0.8047379
1583938740,615.540427,0.2140708
1583938800,596.5897547,0.7707422
1583938860,581.7218384,0.9592737
1583938920,427.8723613,0.494517
1583938980,410.147298,0.1557829
1583939040,479.0689203,0.8452972
1583939100,462.4506399,0.9149164
1583939160,323.4199856,0.5253597
1583939220,476.8565093,0.2314602
1583939280,265.2847774,0.0989315
1583939340,767.0439641,0.5329432
1583939400,466.5723058,0.9991207
1583939460,259.2187914,0.3651735
1583939520,286.8948997,0.8324856
1583939580,235.6121194,0.8622377
1583939640,694.1336102,0.0751131
1583939700,495.221498,0.6561972
1583939760,773.5408491,0.7085754
1583939820,220.4732317,0.6383276
1583939880,572.7837639,0.1647952
1583939940,658.5502422,0.8505394
1583940000,220.1585651,0.5078729
1583940060,735.5171882,0.3933148
1583940120,612.5756945,0.6663858
1583940180,403.4486877,0.1154818
1583940240,701.6406406,0.2257316
1583940300,256.7174571,0.3992809
1583940360,365.6196631,0.8036165
1583940420,576.3900548,0.6068213
1583940480,698.7022344,0.4174726
1583940540,259.7831131,0.7143015
1583940600,312.4672646,0.745849
1583940660,582.9633939,0.7037274
1583940720,263.8302167,0.3583115
1583940780,332.754316,0.6199255
1583940840,792.3089331,0.1946098
1583940900,737.604373,0.0017834
1583940960,776.1432223,0.7581568
1583941020,375.0067107,0.8291479
1583941080,202.4734494,0.9829419
1583941140,663.2018782,0.6718813
1583941200,200.8848787,0.9100352
1583941260,423.7844711,0.7660377
1583941320,613.5318917,0.2786877
1583941380,752.9069159,0.927301
1583941440,273.2596224,0.9551929
1583941500,589.7502002,0.6437031
1583941560,471.5044479,0.5537895
1583941620,668.5884953,0.150248
1583941680,665.2561527,0.7989908
1583941740,270.3517634,0.2411586
1583941800,410.731663,0.0061178
1583941860,761.0729974,0.2045295
1583941920,419.8557851,0.61042
1583941980,719.0936532,0.201502
1583942040,224.9018558,0.4219724
1583942100,265.8606797,0.8016479
1583942160,529.7931934,0.1156435
1583942220,330.0817196,0.6173244
1583942280,251.3237569,0.4871764
1583942340,710.3616555,0.5663362
1583942400,644.406068,0.8638991
1583942460,583.671594,0.8547925
1583942520,682.1149745,0.6068911
1583942580,535.519987,0.6972479
1583942640,339.2431942,0.1036547
1583942700,421.9198935,0.184284
1583942760,288.2362006,0.9881993
1583942820,223.5541958,0.7621709
1583942880,560.6340435,0.6875787
1583942940,649.5593857,0.5414356
1583943000,794.914285,0.5734736
1583943060,723.5473697,0.24702
1583943120,368.0536861,0.901308
1583943180,634.3346735,0.2917772
1583943240,468.2430254,0.5260459
1583943300,682.5370797,0.1524735
1583943360,655.656942,0.0741391
1583943420,379.1073576,0.7384684
1583943480,535.2453548,0.5857937
1583943540,475.2507488,0.9204537
1583943600,412.1702947,0.7704556
1583943660,765.1338335,0.5005607
1583943720,680.5227031,0.3671524
1583943780,725.006912,0.1833133
1583943840,249.9708981,0.2990712
1583943900,309.0162123,0.9628557
1583943960,482.8606288,0.075194
1583944020,438.8564958,0.9215317
1583944080,226.9402314,0.6569124
1583944140,798.7307818,0.2383155
1583944200,360.9241906,0.2804962
1583944260,503.3140659,0.8463159
1583944320,756.0529211,0.3812878
1583944380,285.5877711,0.7722981
1583944440,307.1658416,0.2799078
1583944500,672.6202993,0.5139361
1583944560,545.3250968,0.58394
1583944620,632.6782201,0.3760425
1583944680,325.2710049,0.7082591
1583944740,387.3719183,0.7695724
1583944800,786.6396043,0.9830784
1583944860,749.8457694,0.1210218
1583944920,497.1294243,0.2264962
1583944980,569.6754289,0.7219827
1583945040,435.2567536,0.3809862
1583945100,431.4286512,0.5337864
1583945160,390.7371119,0.9574154
1583945220,580.2332809,0.2437353
1583945280,671.3393299,0.5308048
1583945340,716.4689062,0.264034
1583945400,555.1211305,0.4371946
1583945460,691.226762,0.2720557
1583945520,202.1339023,0.3170588
1583945580,352.6349798,0.0863932
1583945640,241.859599,0.348808
1583945700,749.6965342,0.5030777
1583945760,261.0174981,0.1891135
1583945820,782.9648181,0.3693467
1583945880,642.1633585,0.1974679
1583945940,379.2507529,0.2978182
1583946000,252.5874817,0.5954143
1583946060,287.2202814,0.5705692
1583946120,523.4110933,0.7095348
1583946180,219.1115781,0.9483849
1583946240,424.4539616,0.512925
1583946300,742.5840521,0.4490747
1583946360,758.1469061,0.7670519
1583946420,263.6711016,0.5956109
1583946480,423.2899084,0.8201095
1583946540,391.3112462,0.6596239
1583946600,763.859365,0.6772503
1583946660,378.5225099,0.7627666
1583946720,350.9817904,0.9675374
1583946780,474.6675187,0.5846454
1583946840,718.077157,0.8049614
1583946900,489.1158112,0.6748816
1583946960,763.9644953,0.7398902
1583947020,361.8601942,0.9545498
1583947080,626.4729008,0.0130929
1583947140,479.1385433,0.357735
1583947200,758.5605446,0.1005565
1583947260,207.383503,0.7089676
1583947320,390.3846613,0.0034251
1583947380,260.0146452,0.8792496
1583947440,775.2718523,0.2804429
1583947500,565.6779374,0.156812
1583947560,640.1219686,0.5530094
1583947620,310.3277838,0.0298421
1583947680,632.6233133,0.2486995
1583947740,634.8048204,0.8176021
1583947800,637.4023641,0.9657165
1583947860,761.379433,0.172385
1583947920,527.0798474,0.4077055
1583947980,590.1835726,0.0701408
1583948040,799.1405979,0.9277499
1583948100,698.8466319,0.1764027
1583948160,371.9751561,0.8668584
1583948220,520.4789144,0.2027633
1583948280,558.2768635,0.1898244
1583948340,497.2099695,0.7369875
1583948400,372.5610551,0.2833746
1583948460,347.1689663,0.6353565
1583948520,426.2306865,0.1098317
1583948580,481.6246872,0.6583109
1583948640,632.110077,0.6076658
1583948700,252.7563763,0.0053544
1583948760,395.4000942,0.7072166
1583948820,385.2549338,0.5843017
1583948880,687.4979811,0.1983272
1583948940,715.3434128,0.4876364
1583949000,595.0457169,0.8238135
1583949060,488.4233848,0.9348195
1583949120,339.0125808,0.4790206
1583949180,440.0037042,0.2190735
1583949240,458.3292937,0.4352421
1583949300,793.0462148,0.5529973
1583949360,673.5546373,0.2613406
1583949420,284.0755785,0.3631032
1583949480,234.8553503,0.5313551
1583949540,777.8121074,0.889128
1583949600,449.0358954,0.7769415
1583949660,442.3772038,0.2771513
1583949720,422.7867076,0.657788
1583949780,715.421028,0.4368109
1583949840,639.565356,0.2703153
1583949900,203.8032178,0.3556098
1583949960,467.7772746,0.2688078
1583950020,475.9300369,0.1153959
1583950080,603.4319084,0.752263
1583950140,241.5502772,0.105612
1583950200,461.4058079,0.4007183
1583950260,769.7806228,0.4098538
1583950320,237.9555138,0.7531128
1583950380,566.3392305,0.7794023
1583950440,743.5770649,0.4692899
1583950500,472.2052607,0.6433256
1583950560,222.0979578,0.9969526
1583950620,263.3773453,0.088514
1583950680,544.0912498,0.5789454
1583950740,637.8029225,0.5475108
1583950800,711.185684,0.3671287
1583950860,211.8128142,0.0627683
1583950920,790.4510371,0.5700953
1583950980,371.2409004,0.8040057
1583951040,485.057693,0.2776873
1583951100,781.9654128,0.8277975
1583951160,470.7443968,0.5091848
1583951220,270.7348409,0.3429398
1583951280,645.5410724,0.3743241
1583951340,447.0856224,0.4578667
1583951400,486.9046311,0.5581912
1583951460,705.8480986,0.6073338
1583951520,216.4270209,0.5366239
1583951580,542.1965722,0.0428558
1583951640,393.9203041,0.7856498
1583951700,305.8747596,0.4382336
1583951760,202.7375447,0.8771378
1583951820,763.380812,0.8251534
1583951880,390.7551862,0.1513017
1583951940,551.0289771,0.9959692
1583952000,339.6348455,0.0205945
1583952060,526.444245,0.7466715
1583952120,476.1984604,0.2130279
1583952180,371.8546851,0.2270748
1583952240,315.212389,0.2884149
1583952300,692.4306866,0.7834126
1583952360,643.8657055,0.9101163
1583952420,210.8806107,0.2393804
1583952480,209.7332489,0.5003859
1583952540,524.1636925,0.2672813
1583952600,311.5243768,0.6520314
1583952660,471.1859264,0.4018733
1583952720,594.2481419,0.1006216
1583952780,209.6467179,0.4615786
1583952840,763.4107275,0.88522
1583952900,526.1769729,0.1355674
1583952960,247.7273116,0.0081332
1583953020,466.4492812,0.0662086
1583953080,743.4230781,0.2193723
1583953140,488.6660936,0.3946265
1583953200,1198.8673475,0.3648226
1583953260,890.2477309,0.0927241
1583953320,1181.3198024,0.9757039
1583953380,1199.6603066,0.2305388
1583953440,907.3672042,0.7013057
1583953500,913.1838839,0.5628985
1583953560,604.8469832,0.6566567
1583953620,759.7601509,0.1308736
1583953680,1145.3305108,0.3292788
1583953740,754.4381426,0.8010354
1583953800,757.5125472,0.0589843
1583953860,870.7043359,0.9513074
1583953920,894.5728897,0.3798128
1583953980,988.7116884,0.8316985
1583954040,1194.3708747,0.358951
1583954100,1012.7278229,0.3927295
1583954160,871.5388832,0.664948
1583954220,938.7112328,0.1483025
1583954280,1065.6256576,0.3286906
1583954340,1108.2763876,0.2780973
1583954400,583.8108208,0.7398358
1583954460,1049.5175029,0.0554745
1583954520,760.0287822,0.25298
1583954580,629.5574073,0.1602049
1583954640,686.4065711,0.7134449
1583954700,826.3124615,0.0447268
1583954760,1144.8904818,0.6214492
1583954820,522.0329353,0.2363545
1583954880,750.8106488,0.2022885
1583954940,945.8049081,0.9408276
1583955000,571.9446949,0.245
1583955060,689.0941086,0.0253984
1583955120,1022.0266211,0.8359034
1583955180,532.7946089,0.2078423
1583955240,657.9609871,0.280594
1583955300,1159.9907182,0.4330805
1583955360,1127.9395549,0.6083401
1583955420,901.1227617,0.1986107
1583955480,510.7483331,0.1502186
1583955540,989.5596162,0.8848183
1583955600,888.2391984,0.8889753
1583955660,731.8600787,0.13216
1583955720,921.4097027,0.8388731
1583955780,1125.145243,0.9338149
1583955840,901.5928558,0.783813
1583955900,1043.5285129,0.4107897
1583955960,640.4650527,0.9703957
1583956020,818.9741249,0.0381379
1583956080,720.212892,0.3734708
1583956140,718.3775242,0.6464059
1583956200,1144.598678,0.9930302
1583956260,564.7745721,0.7898423
1583956320,516.8932381,0.9694897
1583956380,670.197944,0.8684806
1583956440,922.9548606,0.4334713
1583956500,1119.7788826,0.2346661
1583956560,939.2638799,0.4682768
1583956620,752.1522005,0.4894008
1583956680,645.7091941,0.0787527
1583956740,1050.0580361,0.848377
1583956800,846.5113417,0.3642413
1583956860,1045.0345274,0.8559218
1583956920,594.3990465,0.6829811
1583956980,829.6702659,0.4478029
1583957040,525.7867984,0.3870063
1583957100,948.1930427,0.5715142
1583957160,681.1364924,0.7166701
1583957220,753.1951692,0.7573281
1583957280,918.470818,0.0934315
1583957340,674.8520684,0.6321115
1583957400,1041.0806216,0.4290883
1583957460,1111.1406639,0.3158653
1583957520,566.368975,0.4936101
1583957580,894.4983909,0.7339003
1583957640,888.350096,0.5502869
1583957700,564.9879488,0.8713846
1583957760,539.1112286,0.3841546
1583957820,760.5110936,0.338288
1583957880,557.0637445,0.9236676
1583957940,656.6717328,0.2707285
1583958000,726.1093013,0.7211086
1583958060,768.0415193,0.974641
1583958120,1054.7562034,0.2123692
1583958180,550.8269362,0.6349229
1583958240,861.4686456,0.5415725
1583958300,1141.4094714,0.8744707
1583958360,1170.8192574,0.7843953
1583958420,857.7397108,0.9326109
1583958480,868.1296037,0.9283928
1583958540,1120.4245394,0.1732016
1583958600,530.881078,0.2169913
1583958660,716.7455899,0.5598489
1583958720,909.328289,0.6449373
1583958780,1056.9447028,0.1298109
1583958840,772.6975345,0.5105885
1583958900,989.7231748,0.9791892
1583958960,1156.0620282,0.3440071
1583959020,1003.4534045,0.8990133
1583959080,1049.1079876,0.5856512
1583959140,861.5920618,0.6020935
1583959200,644.1938174,0.426729
1583959260,860.341177,0.2673862
1583959320,559.2759102,0.2520381
1583959380,808.4776224,0.2846492
1583959440,841.9724881,0.9179323
1583959500,739.6205393,0.6468563
1583959560,611.0806655,0.4669612
1583959620,1000.4282146,0.3486993
1583959680,1097.2571902,0.4829681
1583959740,1157.5627724,0.5944429
1583959800,926.4235934,0.0192329
1583959860,819.6394035,0.9447429
1583959920,604.0271317,0.5794514
1583959980,1021.4995632,0.4328418
1583960040,890.691869,0.8453414
1583960100,1027.7452094,0.5087722
1583960160,834.5804267,0.4135102
1583960220,951.8636099,0.4744669
1583960280,1090.9029603,0.0282679
1583960340,676.7178634,0.072579
1583960400,609.9247072,0.4910416
1583960460,612.5076058,0.3386267
1583960520,929.8988335,0.9089512
1583960580,924.8908983,0.8072571
1583960640,964.1493253,0.8240515
1583960700,1157.5378043,0.526442
1583960760,979.4958698,0.5877105
1583960820,535.8510132,0.6402812
1583960880,1085.6929453,0.6581817
1583960940,1012.6547148,0.2560743
1583961000,823.580563,0.4559296
1583961060,852.2705639,0.2132333
1583961120,736.5635121,0.0145633
1583961180,550.1351509,0.4001576
1583961240,1101.3131638,0.4547954
1583961300,516.5786539,0.3255684
1583961360,824.7204566,0.61524
1583961420,575.4190854,0.0455871
1583961480,1172.8511693,0.8866359
1583961540,657.4404994,0.3311826
1583961600,1193.225503,0.8189019
1583961660,794.7418165,0.2966259
1583961720,760.4487981,0.5994045
1583961780,688.4320314,0.9681662
1583961840,1058.2519895,0.5712517
1583961900,959.6020134,0.2173561
1583961960,946.9756035,0.8258723
1583962020,521.3502808,0.2462599
1583962080,543.2048399,0.0725189
1583962140,837.1328111,0.698934
1583962200,1137.3286423,0.8204258
1583962260,1127.2470599,0.3376144
1583962320,722.820482,0.3014561
1583962380,970.5777446,0.1968505
1583962440,579.0658983,0.19954
1583962500,646.7491475,0.8461656
1583962560,577.8808489,0.1398368
1583962620,663.6822498,0.0773897
1583962680,815.7985673,0.207933
1583962740,956.6980341,0.5522901
1583962800,682.8895969,0.9022207
1583962860,1116.0067896,0.4266044
1583962920,1010.8460192,0.1809967
1583962980,1001.0672286,0.2547175
1583963040,828.0882101,0.9702006
1583963100,956.6865573,0.9446436
1583963160,1085.2441486,0.1392112
1583963220,900.3909424,0.4176471
1583963280,1195.1225523,0.7882281
1583963340,992.0611461,0.5926489
1583963400,620.4192349,0.1073717
1583963460,1192.299138,0.5203965
1583963520,812.6953101,0.6171216
1583963580,637.2688527,0.2161124
1583963640,913.5714858,0.3501174
1583963700,768.584255,0.9816634
1583963760,812.3477505,0.7533686
1583963820,1014.5753168,0.8758885
1583963880,1009.8344315,0.2552996
1583963940,723.0779307,0.1932711
1583964000,184.7944168,0.5011506
1583964060,249.4718105,0.9244927
1583964120,133.6227505,0.1445837
1583964180,126.0275466,0.6122295
1583964240,206.6144633,0.5508594
1583964300,204.4548435,0.0749772
1583964360,220.7873098,0.7995184
1583964420,208.8128784,0.0263626
1583964480,194.4627196,0.2189828
1583964540,296.1729606,0.2760274
1583964600,210.986379,0.3595275
1583964660,239.6431698,0.3988541
1583964720,112.8250612,0.1687376
1583964780,273.0155001,0.2171657
1583964840,187.4218587,0.2453854
1583964900,206.496611,0.751943
1583964960,238.3489386,0.4310906
1583965020,139.8010602,0.3530027
1583965080,186.1706337,0.8520042
1583965140,183.5611841,0.035166
1583965200,150.260719,0.7243473
1583965260,239.0282145,0.7325869
1583965320,117.4225295,0.4188478
1583965380,112.7414574,0.1272795
1583965440,289.0563433,0.2341959
1583965500,209.5422976,0.6977011
1583965560,121.0352809,0.285021
1583965620,102.9412575,0.0080469
1583965680,256.887579,0.5100634
1583965740,243.8025534,0.8578931
1583965800,200.433261,0.1660166
1583965860,106.7350484,0.651701
1583965920,144.2087013,0.7897688
1583965980,267.5831104,0.567843
1583966040,121.0854976,0.9743832
1583966100,173.0135627,0.3767559
1583966160,184.8605453,0.7882128
1583966220,182.6429055,0.0986627
1583966280,218.589145,0.4632579
1583966340,250.0607597,0.116813
1583966400,258.5389673,0.4433588
1583966460,237.8623827,0.3733454
1583966520,284.6524482,0.1257051
1583966580,272.1654823,0.1305421
1583966640,135.1806398,0.0202725
1583966700,108.8909601,0.4767312
1583966760,274.2979287,0.5859948
1583966820,124.7752783,0.7137359
1583966880,160.671093,0.4886485
1583966940,154.7092119,0.9256097
1583967000,121.4043392,0.3313673
1583967060,280.4459902,0.1751386
1583967120,293.0463198,0.5524217
1583967180,195.5915259,0.1408716
1583967240,102.4515658,0.8418586
1583967300,108.8751316,0.9742845
1583967360,196.1909198,0.2644316
1583967420,284.1998518,0.860799
1583967480,224.0829919,0.3792313
1583967540,175.90833,0.8405721
1583967600,277.059392,0.791287
1583967660,281.7454162,0.9562342
1583967720,283.4687917,0.6159404
1583967780,278.8952612,0.4030681
1583967840,182.5687033,0.8916625
1583967900,158.3755076,0.8944989
1583967960,110.6313372,0.7220675
1583968020,114.1410018,0.3542476
1583968080,295.6836696,0.2550392
1583968140,238.2403153,0.6732016
1583968200,229.0983809,0.9062854
1583968260,140.4303193,0.1958281
1583968320,171.3915887,0.0774173
1583968380,184.3420049,0.6855524
1583968440,108.3023359,0.706364
1583968500,173.6941602,0.9235626
1583968560,195.0115345,0.6885487
1583968620,131.6638339,0.6024915
1583968680,244.2837376,0.5323483
1583968740,281.3092907,0.6703966
1583968800,166.2387912,0.0753112
1583968860,242.5509315,0.8857652
1583968920,191.3093806,0.0059062
1583968980,243.7463654,0.3161253
1583969040,160.6255654,0.0589181
1583969100,254.0233938,0.6625425
1583969160,274.3876541,0.8222141
1583969220,108.1123115,0.603614
1583969280,294.2122104,0.0791409
1583969340,223.7098646,0.4382249
1583969400,139.3940896,0.4747741
1583969460,226.3697938,0.2990225
1583969520,268.5401366,0.173277
1583969580,243.1581696,0.0042094
1583969640,129.2858675,0.6529968
1583969700,202.3850353,0.5410299
1583969760,142.7135494,0.1249753
1583969820,125.4723529,0.4749641
1583969880,132.1879555,0.3703832
1583969940,219.7290297,0.8609658
1583970000,120.2115068,0.4284144
1583970060,188.8987942,0.3466927
1583970120,154.6777198,0.3527236
1583970180,208.8343407,0.4031168
1583970240,161.0021203,0.777259
1583970300,288.4729361,0.6947639
1583970360,149.4968067,0.0161172
1583970420,289.1612068,0.6560204
1583970480,291.4280939,0.028358
1583970540,241.9719388,0.4016204
1583970600,280.2944987,0.4877786
1583970660,140.0669303,0.4584574
1583970720,152.2406485,0.5188256
1583970780,220.3810725,0.5326315
1583970840,265.002695,0.1595248
1583970900,243.0083958,0.74591
1583970960,219.6164041,0.2005428
1583971020,261.6149617,0.4038083
1583971080,165.9667602,0.5081679
1583971140,259.2477548,0.5029729
1583971200,158.3324371,0.7088589
1583971260,270.3510332,0.9924696
1583971320,140.5342019,0.4467077
1583971380,256.3754549,0.783425
1583971440,246.1336368,0.0881473
1583971500,185.5134006,0.470437
1583971560,242.2658586,0.7736456
1583971620,285.5160306,0.1831192
1583971680,184.341712,0.8610083
1583971740,109.2197906,0.9705036
1583971800,266.1932482,0.9373092
1583971860,110.0720757,0.2687423
1583971920,208.9582209,0.7686104
1583971980,235.8618399,0.5594034
1583972040,210.6084128,0.5614441
1583972100,204.5409247,0.1800415
1583972160,299.3202883,0.1358607
1583972220,157.2737856,0.3903467
1583972280,174.1558464,0.4542459
1583972340,196.0533339,0.8500406
1583972400,151.1986092,0.4739726
1583972460,215.4579983,0.7174599
1583972520,111.7500515,0.7816793
1583972580,256.3953222,0.8970018
1583972640,191.139554,0.4218953
1583972700,205.2289391,0.8905109
1583972760,174.6320995,0.1952907
1583972820,157.2757828,0.4208601
1583972880,175.4410039,0.8919524
1583972940,253.0484374,0.1993796
1583973000,166.2824643,0.8196135
1583973060,257.1726177,0.4208683
1583973120,207.1956194,0.7025141
1583973180,162.8570816,0.1366554
1583973240,101.2618679,0.9266565
1583973300,258.1395704,0.8879282
1583973360,239.9223647,0.8377072
1583973420,240.051366,0.4212252
1583973480,219.2693574,0.7175323
1583973540,220.1930462,0.0290183
1583973600,182.2333454,0.9829492
1583973660,120.9535036,0.5479236
1583973720,148.0745882,0.5408674
1583973780,159.7246444,0.6505704
1583973840,171.01976,0.7414021
1583973900,123.1664721,0.4211571
1583973960,253.8722363,0.3653602
1583974020,239.2710173,0.9268899
1583974080,230.3812865,0.5607949
1583974140,266.9242085,0.0815587
1583974200,135.9288113,0.8529125
1583974260,202.2415508,0.4464907
1583974320,199.4129821,0.7111092
1583974380,222.1762716,0.286062
1583974440,180.0809498,0.1343617
1583974500,176.446497,0.5768893
1583974560,136.0568285,0.4162018
1583974620,158.2072728,0.9888167
1583974680,238.5600838,0.7512416
1583974740,221.0339173,0.2686961
1583974800,206.8926191,0.5602658
1583974860,232.7137123,0.3648642
1583974920,146.9867735,0.8157273
1583974980,120.3119966,0.4549329
1583975040,292.1891436,0.581029
1583975100,124.3732755,0.5057173
1583975160,195.971364,0.0595875
1583975220,184.935457,0.0793392
1583975280,216.1474213,0.7641709
1583975340,203.0611315,0.7378564
1583975400,168.5954678,0.9428434
1583975460,173.9060323,0.4596067
1583975520,282.6549131,0.0506589
1583975580,214.5558536,0.5144522
1583975640,285.6707987,0.708186
1583975700,138.0483693,0.4858262
1583975760,279.9785,0.9851421
1583975820,175.7137635,0.5249332
1583975880,216.4637841,0.8209763
1583975940,137.0103211,0.5339893
1583976000,293.7439771,0.9044051
1583976060,116.7023154,0.6575364
1583976120,254.8400894,0.8175287
1583976180,216.7230911,0.1096705
1583976240,179.4985849,0.473486
1583976300,201.5728608,0.71471
1583976360,277.3672278,0.6861093
1583976420,152.5263688,0.9880016
1583976480,249.9351074,0.9009345
1583976540,166.7519427,0.1660032
1583976600,248.3813135,0.7250361
1583976660,212.292641,0.9154287
1583976720,201.0306483,0.3504041
1583976780,161.5003443,0.828277
1583976840,221.3633745,0.2666891
1583976900,204.404348,0.3605103
1583976960,150.7385991,0.7695752
1583977020,186.2486562,0.1656183
1583977080,116.8757571,0.0978903
1583977140,159.3438381,0.0385247
1583977200,211.5485832,0.7503465
1583977260,103.5337438,0.2695467
1583977320,236.4303525,0.8618967
1583977380,187.6771291,0.2206729
1583977440,296.130698,0.2410626
1583977500,208.7860183,0.9846216
1583977560,255.2497152,0.8629485
1583977620,175.2658916,0.374
1583977680,252.1586636,0.8821221
1583977740,159.4868483,0.1284984
1583977800,227.2190633,0.7377277
1583977860,181.7627136,0.9323615
1583977920,247.7295983,0.5152057
1583977980,231.4410099,0.7714322
1583978040,192.2816417,0.7014055
1583978100,258.9707249,0.7122882
1583978160,112.7123367,0.4909295
1583978220,239.3609229,0.4492386
1583978280,299.9840566,0.7477273
1583978340,222.9704246,0.0082419
1583978400,291.8917716,0.3426116
1583978460,156.388718,0.6559111
1583978520,149.4345933,0.2119645
1583978580,124.0460468,0.0617982
1583978640,132.1919415,0.0984485
1583978700,227.4280071,0.4040069
1583978760,203.0293738,0.6080608
1583978820,278.3558775,0.2058869
1583978880,296.9907241,0.9539761
1583978940,211.6491172,0.6647205
1583979000,277.547505,0.4356392
1583979060,233.5877118,0.8901721
1583979120,116.3598378,0.6360771
1583979180,290.2407764,0.4803676
1583979240,131.0129315,0.3227834
1583979300,181.1770987,0.2377771
1583979360,201.3982812,0.2526414
1583979420,249.5994663,0.5169658
1583979480,127.3402993,0.9689696
1583979540,168.5955643,0.2674093
1583979600,204.213157,0.6957978
1583979660,192.5922559,0.8108033
1583979720,149.1719053,0.1930652
1583979780,299.6472451,0.4851006
1583979840,270.2460901,0.0306823
1583979900,206.2814341,0.7268899
1583979960,155.2880738,0.064279
1583980020,118.7983353,0.1285054
1583980080,290.8349226,0.6967711
1583980140,121.0825464,0.6983923
1583980200,165.0608841,0.5509769
1583980260,135.1246872,0.2505403
1583980320,137.0498064,0.9007108
1583980380,112.9075545,0.5512768
1583980440,247.8988543,0.9542351
1583980500,278.9156698,0.433163
1583980560,298.8095757,0.422062
1583980620,104.2817032,0.0845458
1583980680,158.3235531,0.4170961
1583980740,272.5898452,0.0568632
1583980800,244.4471261,0.4089274
1583980860,140.5337044,0.1297736
1583980920,234.7359861,0.3173752
1583980980,186.0844259,0.2216638
1583981040,236.6184343,0.4964601
1583981100,103.305986,0.5398763
1583981160,115.7765605,0.2327019
1583981220,158.6655719,0.1643524
1583981280,162.8870727,0.7746201
1583981340,237.4942791,0.6609283
1583981400,255.0157802,0.6364669
1583981460,246.2996948,0.3884971
1583981520,145.8757374,0.9731279
1583981580,172.0977114,0.3100596
1583981640,292.6162274,0.1419456
1583981700,149.6183683,0.304128
1583981760,200.0191582,0.479177
1583981820,160.5147421,0.5866519
1583981880,288.1145166,0.0414202
1583981940,264.7598741,0.9797
1583982000,164.4329154,0.5652436
1583982060,147.4432324,0.6444898
1583982120,280.5886363,0.4210425
1583982180,213.6691611,0.7892982
1583982240,289.7952216,0.3753196
1583982300,202.2053659,0.9050505
1583982360,180.0870784,0.9186453
1583982420,248.241239,0.9649297
1583982480,271.2778377,0.6023731
1583982540,197.8997914,0.8272561
1583982600,165.9513608,0.5733694
1583982660,165.3158223,0.3567576
1583982720,278.8568912,0.9761902
1583982780,204.7749525,0.0763059
1583982840,136.1698848,0.3068448
1583982900,253.8188451,0.0193399
1583982960,145.1063682,0.9080144
1583983020,216.60954,0.5614831
1583983080,268.5602444,0.695374
1583983140,146.8961486,0.5002684
1583983200,253.1610616,0.2951989
1583983260,221.2297008,0.2582099
1583983320,176.7751828,0.7225633
1583983380,118.0426722,0.3745896
1583983440,285.9700964,0.9256421
1583983500,144.0802525,0.189188
1583983560,168.5447569,0.2387484
1583983620,137.8250392,0.6690865
1583983680,221.5301131,0.8256055
1583983740,216.9846783,0.0974389
1583983800,173.4350847,0.7220973
1583983860,170.3219137,0.4702269
1583983920,196.2583759,0.7097405
1583983980,143.7545429,0.3497051
1583984040,204.9288003,0.4948942
1583984100,202.2116032,0.4998926
1583984160,114.957192,0.9529421
1583984220,148.9317448,0.9671932
1583984280,105.3132354,0.9862934
1583984340,223.3054861,0.4008711
1583984400,289.7256224,0.1615208
1583984460,238.0019091,0.2085665
1583984520,203.821664,0.8741251
