,sent,received
1583481660,208.7267749,0.4372154
1583481720,143.3645321,0.1007372
1583481780,100.4691185,0.3192506
1583481840,255.8345607,0.5051139
1583481900,130.7928558,0.1626458
1583481960,234.1078232,0.0078758
1583482020,130.712949,0.9485474
1583482080,171.5280138,0.4604738
1583482140,112.6068677,0.4806748
1583482200,208.6016448,0.4239596
1583482260,190.4620957,0.2403774
1583482320,297.9613883,0.6611442
1583482380,136.8871837,0.1774742
1583482440,180.8408768,0.7556294
1583482500,122.20719,0.0973967
1583482560,296.0315937,0.7788623
1583482620,148.7825169,0.7236888
1583482680,149.9841165,0.7713276
1583482740,223.9442995,0.6553682
1583482800,165.119155,0.7432995
1583482860,150.9436817,0.00437
1583482920,166.9552016,0.5680158
1583482980,122.8662639,0.7264338
1583483040,202.6190445,0.1944467
1583483100,220.1548218,0.5857102
1583483160,228.7393309,0.362883
1583483220,182.5903127,0.2116811
1583483280,287.2319666,0.8035664
1583483340,173.9548384,0.0711128
1583483400,186.4923564,0.9725462
1583483460,248.8633441,0.1672799
1583483520,102.3552067,0.6263873
1583483580,295.3821478,0.2144193
1583483640,177.7884395,0.7549426
1583483700,151.7665045,0.6807786
1583483760,160.254606,0.6392113
1583483820,161.2146663,0.9975602
1583483880,235.6145237,0.321728
1583483940,191.1469729,0.2426712
1583484000,145.5869383,0.5863186
1583484060,299.9738009,0.8225557
1583484120,239.6432247,0.6141667
1583484180,122.3264292,0.2187372
1583484240,109.9175715,0.4858793
1583484300,176.2371824,0.7432474
1583484360,260.9072655,0.1119999
1583484420,157.2148446,0.0253358
1583484480,221.6387227,0.888739
1583484540,163.3645571,0.8283724
1583484600,190.2589685,0.2027721
1583484660,186.4704726,0.5484991
1583484720,265.5079184,0.6110571
1583484780,260.9576057,0.0366221
1583484840,241.9684445,0.376679
1583484900,241.9461267,0.0461192
1583484960,170.2752244,0.887012
1583485020,131.6952086,0.2469303
1583485080,138.3193387,0.4517468
1583485140,174.7385653,0.2788968
1583485200,583.6562278,0.4347586
1583485260,773.4901474,0.0406068
1583485320,558.7042624,0.4105096
1583485380,218.5745874,0.7981638
1583485440,531.205533,0.444981
1583485500,350.2779006,0.1962147
1583485560,577.9506856,0.3883308
1583485620,544.4391315,0.5901704
1583485680,202.4563846,0.9736778
1583485740,466.5348087,0.1259827
1583485800,509.7905947,0.9588272
1583485860,735.7560508,0.1946952
1583485920,369.8505686,0.3207209
1583485980,598.2812124,0.5976598
1583486040,352.1209403,0.3651153
1583486100,241.916484,0.3995358
1583486160,317.504173,0.0914949
1583486220,278.0803196,0.1394158
1583486280,543.3658353,0.7583825
1583486340,396.689875,0.0932474
1583486400,337.9988628,0.4857648
1583486460,778.5418898,0.0665324
1583486520,461.0305959,0.4271389
1583486580,470.3548743,0.5385612
1583486640,360.6746815,0.8463277
1583486700,763.7092988,0.4337816
1583486760,347.7838304,0.7823099
1583486820,740.4865401,0.6615348
1583486880,762.4374833,0.7973526
1583486940,401.1166156,0.5998286
1583487000,761.9488001,0.5369597
1583487060,768.5256699,0.6009997
1583487120,285.741479,0.6368494
1583487180,407.7931623,0.7110076
1583487240,752.9559561,0.1126682
1583487300,356.7668238,0.2070641
1583487360,282.6025218,0.7366573
1583487420,722.5004288,0.2965307
1583487480,764.2975377,0.4898658
1583487540,317.8970995,0.7056751
1583487600,524.9258182,0.4912201
1583487660,280.9215032,0.7552147
1583487720,775.9192819,0.4744443
1583487780,230.0373608,0.61472
1583487840,356.9362924,0.2219879
1583487900,598.0340798,0.3539091
1583487960,214.742767,0.3669047
1583488020,783.5317563,0.8384019
1583488080,362.2278024,0.7764242
1583488140,242.1435147,0.3830162
1583488200,392.6030836,0.0988914
1583488260,789.6175651,0.0641983
1583488320,683.2386728,0.1169502
1583488380,449.8323516,0.6618299
1583488440,221.8843452,0.4674733
1583488500,338.6636782,0.3127411
1583488560,318.4249559,0.5416909
1583488620,407.9836377,0.5879919
1583488680,734.0358396,0.010704
1583488740,560.2072493,0.0001148
1583488800,290.4933911,0.4118699
1583488860,586.6072244,0.3982009
1583488920,585.2177027,0.217493
1583488980,628.5240815,0.4146344
1583489040,306.4875737,0.8027989
1583489100,405.9656298,0.403652
1583489160,674.5910713,0.2610123
1583489220,540.9910146,0.0036694
1583489280,265.4439074,0.6073091
1583489340,390.4826883,0.8015204
1583489400,722.7882255,0.6795959
1583489460,295.2229963,0.7033064
1583489520,512.7695513,0.3208243
1583489580,601.1788606,0.6971152
1583489640,628.3699827,0.6405091
1583489700,606.9462822,0.1905834
1583489760,357.8878866,0.1619452
1583489820,239.4666769,0.1782601
1583489880,720.3082119,0.6550926
1583489940,354.6011234,0.6852968
1583490000,520.0322238,0.5054814
1583490060,629.7973413,0.6341972
1583490120,400.9999001,0.5837544
1583490180,709.2144135,0.9034235
1583490240,725.1482577,0.5058296
1583490300,468.3643236,0.4448173
1583490360,341.3878336,0.2302117
1583490420,467.5985536,0.5251324
1583490480,539.1694267,0.9805005
1583490540,201.5825786,0.0727693
1583490600,253.9606416,0.333962
1583490660,550.6483275,0.9458278
1583490720,647.1070448,0.4033294
1583490780,560.8910291,0.8524521
1583490840,568.5054998,0.3159004
1583490900,333.6314825,0.5344471
1583490960,553.2978719,0.3154334
1583491020,585.5400394,0.4892902
1583491080,727.1480097,0.1760743
1583491140,570.1206587,0.3961581
1583491200,767.1720635,0.2317417
1583491260,744.5660496,0.1621718
1583491320,511.856142,0.8649268
1583491380,237.960097,0.5238166
1583491440,722.5477981,0.9960899
1583491500,297.6404232,0.6087563
1583491560,368.8276463,0.660758
1583491620,344.8047736,0.5470156
1583491680,669.6180288,0.2352758
1583491740,599.8572614,0.9426982
1583491800,469.8888287,0.5026932
1583491860,409.8267096,0.1408857
1583491920,432.8473577,0.2998871
1583491980,206.2827533,0.9725977
1583492040,373.3658317,0.2376948
1583492100,633.9204116,0.1359826
1583492160,776.019337,0.1965133
1583492220,758.2233641,0.5080532
1583492280,441.0391671,0.2983832
1583492340,575.7926849,0.3078218
1583492400,509.1250011,0.9024066
1583492460,221.9998411,0.3627005
1583492520,326.6072132,0.2126239
1583492580,553.4036012,0.4786402
1583492640,345.0791725,0.2335456
1583492700,292.628258,0.8216827
1583492760,312.2021211,0.5776444
1583492820,517.8625438,0.2334111
1583492880,323.1580839,0.5876516
1583492940,787.6802511,0.5629349
1583493000,793.8543294,0.8746868
1583493060,650.9327807,0.0426663
1583493120,228.2373096,0.8028085
1583493180,593.3212024,0.8214699
1583493240,296.1663336,0.7204892
1583493300,269.2669878,0.3384327
1583493360,391.4919796,0.8351843
1583493420,387.0534528,0.6792852
1583493480,722.1463734,0.5230312
1583493540,236.8230457,0.3354873
1583493600,453.3053946,0.1371509
1583493660,735.433884,0.5029265
1583493720,736.2251484,0.8209523
1583493780,512.3537621,0.5608689
1583493840,758.5899744,0.7224116
1583493900,266.8818632,0.4163361
1583493960,559.9179367,0.6739738
1583494020,212.5585842,0.4045557
1583494080,532.4466358,0.3688942
1583494140,678.1545262,0.6417326
1583494200,632.2316607,0.1317646
1583494260,345.0404545,0.3554347
1583494320,491.6270847,0.1392778
1583494380,252.9084255,0.3244809
1583494440,346.4615234,0.2900246
1583494500,413.5731101,0.0976045
1583494560,452.8716341,0.806221
1583494620,700.9513102,0.1204038
1583494680,465.3947311,0.5816629
1583494740,488.6995871,0.7466091
1583494800,778.6194696,0.5341626
1583494860,212.1537743,0.1167486
1583494920,678.7558747,0.7717353
1583494980,787.6605027,0.6523569
1583495040,313.5606781,0.8264985
1583495100,221.211145,0.0891151
1583495160,431.5040606,0.0763904
1583495220,716.7504475,0.7956169
1583495280,514.6160802,0.4292283
1583495340,724.2112243,0.6552038
1583495400,301.1437085,0.9251457
1583495460,345.0234923,0.0746085
1583495520,240.4581804,0.4712953
1583495580,765.9948444,0.9247537
1583495640,226.9299378,0.1592582
1583495700,583.0511479,0.688871
1583495760,429.298193,0.9838147
1583495820,572.9877596,0.1004897
1583495880,750.6629673,0.8462574
1583495940,626.3458907,0.6934299
1583496000,757.6894393,0.3856733
1583496060,645.7898039,0.9853874
1583496120,497.4180086,0.3321596
1583496180,745.2155819,0.2245265
1583496240,755.9450039,0.0025456
1583496300,333.1259345,0.7790831
1583496360,378.7910786,0.3521479
1583496420,365.9789297,0.2175598
1583496480,476.8835195,0.3856504
1583496540,401.4529581,0.1253679
1583496600,416.5942571,0.7814769
1583496660,440.2652218,0.5744888
1583496720,769.1729517,0.9426587
1583496780,518.0388768,0.4861721
1583496840,382.6028586,0.9654174
1583496900,625.7794552,0.161718
1583496960,347.6349307,0.8495764
1583497020,282.232657,0.336587
1583497080,412.9545349,0.1469857
1583497140,676.1629136,0.007802
1583497200,796.2377384,0.4924104
1583497260,233.4295827,0.9279639
1583497320,759.072664,0.6773297
1583497380,286.4156799,0.2916864
1583497440,738.3720036,0.467833
1583497500,211.6525033,0.0014497
1583497560,432.0761119,0.0647449
1583497620,478.4204081,0.459187
1583497680,200.136063,0.6807357
1583497740,381.2523583,0.3073283
1583497800,693.0518379,0.222146
1583497860,584.737773,0.0514827
1583497920,687.9543378,0.4676189
1583497980,406.2883541,0.9630138
1583498040,625.5624528,0.6793722
1583498100,678.3016995,0.7989812
1583498160,531.361677,0.7762525
1583498220,573.0738519,0.5656541
1583498280,443.4744094,0.9058597
1583498340,760.5680081,0.1751191
1583498400,311.883421,0.6443423
1583498460,308.427997,0.6678553
1583498520,277.082295,0.3065276
1583498580,436.5556296,0.7630747
1583498640,577.0977611,0.1784464
1583498700,254.9232208,0.7633164
1583498760,330.7531121,0.9487198
1583498820,796.801342,0.9170597
1583498880,745.4968265,0.9150206
1583498940,457.7089159,0.7695652
1583499000,227.1765258,0.7011556
1583499060,687.4252638,0.7718953
1583499120,373.7780989,0.0881107
1583499180,425.1638582,0.6536754
1583499240,467.672863,0.3947275
1583499300,728.4851693,0.6247252
1583499360,331.4988114,0.7471092
1583499420,573.8477199,0.8119614
1583499480,594.055614,0.1540131
1583499540,426.3983648,0.3255126
1583499600,353.2355517,0.3077279
1583499660,710.9431923,0.7008977
1583499720,648.7573639,0.1029875
1583499780,385.6454187,0.2298559
1583499840,448.3724241,0.4794547
1583499900,478.6200458,0.184026
1583499960,683.8731642,0.9597619
1583500020,451.6499396,0.398761
1583500080,792.0750757,0.9298883
1583500140,655.5339369,0.3388052
1583500200,610.9417579,0.6863397
1583500260,271.7486685,0.9607537
1583500320,708.1615562,0.7789705
1583500380,201.4553792,0.0643582
1583500440,291.9508617,0.0390685
1583500500,531.7102451,0.6600525
1583500560,399.5928025,0.8972178
1583500620,489.4565835,0.6424937
1583500680,326.558997,0.9320362
1583500740,239.7021994,0.6209063
1583500800,739.6867045,0.6764728
1583500860,691.9645142,0.0315335
1583500920,554.2153867,0.0940965
1583500980,255.8763218,0.7258914
1583501040,368.4864388,0.8471069
1583501100,298.7502417,0.9895231
1583501160,777.5798929,0.2649143
1583501220,452.30832,0.3663786
1583501280,705.6948916,0.5101866
1583501340,651.7246035,0.1874949
1583501400,429.5896937,0.5814393
1583501460,461.9236306,0.938729
1583501520,404.7725509,0.3122275
1583501580,334.5160914,0.8779305
1583501640,466.7441724,0.9832924
1583501700,448.7190374,0.7551861
1583501760,402.7347034,0.2184116
1583501820,585.3621945,0.8257055
1583501880,358.669238,0.3495262
1583501940,774.2984147,0.0740265
1583502000,251.1202263,0.76275
1583502060,623.628966,0.9329623
1583502120,628.0612958,0.7973627
1583502180,769.5984542,0.1360778
1583502240,305.899859,0.6554832
1583502300,719.5997517,0.4661516
1583502360,710.420923,0.0192975
1583502420,294.6905716,0.5035977
1583502480,600.4360885,0.300745
1583502540,303.8823513,0.7564131
1583502600,571.9531499,0.7590126
1583502660,381.6455425,0.4388966
1583502720,527.3600049,0.5484899
1583502780,675.6444778,0.5907755
1583502840,296.1801691,0.0994757
1583502900,222.8490241,0.5573454
1583502960,486.0038772,0.4000116
1583503020,485.4464033,0.587151
1583503080,608.0746516,0.3478991
1583503140,404.1791223,0.4908291
1583503200,297.7814758,0.4161799
1583503260,613.0014724,0.7373645
1583503320,368.205456,0.2274321
1583503380,352.3165532,0.3354143
1583503440,201.6776448,0.4419891
1583503500,688.9295263,0.77948
1583503560,354.5057031,0.2259535
1583503620,605.9767115,0.5017665
1583503680,303.4747744,0.3107253
1583503740,409.9159103,0.0090518
1583503800,503.0872042,0.3010015
1583503860,796.0866195,0.5401686
1583503920,587.8745926,0.9764735
1583503980,232.3531242,0.8453795
1583504040,641.4436127,0.8148296
1583504100,275.2146374,0.4437677
1583504160,395.447874,0.3565357
1583504220,539.0611966,0.5603806
1583504280,461.9626576,0.6113412
1583504340,538.6204137,0.6775829
1583504400,561.2264054,0.8865917
1583504460,305.8262185,0.7358304
1583504520,730.2787596,0.5578288
1583504580,413.1771608,0.5406827
1583504640,699.2628089,0.0193989
1583504700,577.2463152,0.1807197
1583504760,651.7185793,0.0964337
1583504820,576.0383319,0.1610964
1583504880,517.8140379,0.0542596
1583504940,715.0266714,0.3005032
1583505000,590.7971543,0.9229452
1583505060,580.2754499,0.6090562
1583505120,417.1363138,0.910564
1583505180,790.283154,0.7123832
1583505240,789.0937163,0.1324578
1583505300,450.4620234,0.132893
1583505360,793.2365559,0.4496989
1583505420,501.8312837,0.6603174
1583505480,528.4213555,0.3813476
1583505540,389.8218809,0.9622353
1583505600,484.8708105,0.7615488
1583505660,743.3333888,0.5494384
1583505720,718.4250463,0.677247
1583505780,782.705522,0.4028316
1583505840,325.7495908,0.2312255
1583505900,267.9612304,0.7691711
1583505960,437.1104765,0.1263957
1583506020,361.5300166,0.94744
1583506080,693.0347346,0.6892871
1583506140,631.6156261,0.4539397
1583506200,463.4915437,0.3734351
1583506260,777.3584642,0.7344454
1583506320,698.2137958,0.9546729
1583506380,293.4469961,0.5430217
1583506440,355.3426088,0.0707177
1583506500,377.7737033,0.1093114
1583506560,636.9363736,0.9068485
1583506620,505.999472,0.5046282
1583506680,557.5723737,0.8915986
1583506740,681.3024991,0.6553792
1583506800,320.0022334,0.7037775
1583506860,454.559396,0.1736419
1583506920,601.4324163,0.4285223
1583506980,780.9303954,0.77848
1583507040,407.0771397,0.7853158
1583507100,377.7082555,0.8440188
1583507160,578.4561512,0.149472
1583507220,698.2849574,0.6658905
1583507280,555.2777211,0.8363997
1583507340,213.8920441,0.8318333
1583507400,251.7676985,0.8895226
1583507460,647.1148236,0.2661251
1583507520,294.686319,0.482188
1583507580,783.147025,0.050446
1583507640,627.7549213,0.7614844
1583507700,579.6505833,0.8716517
1583507760,227.996064,0.3269709
1583507820,457.3006474,0.0522255
1583507880,448.8873851,0.5968822
1583507940,576.4936465,0.0210997
1583508000,255.5844571,0.7345256
1583508060,342.4210596,0.5094762
1583508120,383.9344444,0.6624442
1583508180,539.7351006,0.4698865
1583508240,762.2789617,0.4198469
1583508300,361.1529018,0.6998934
1583508360,404.0342779,0.8699731
1583508420,638.8926573,0.027358
1583508480,288.1322317,0.2716811
1583508540,714.3659534,0.8941438
1583508600,559.2998981,0.4070443
1583508660,430.8523613,0.4470783
1583508720,684.7714544,0.132261
1583508780,719.9869451,0.442582
1583508840,331.4203222,0.543509
1583508900,529.3079345,0.7955041
1583508960,200.1236621,0.7251275
1583509020,455.3797921,0.3455942
1583509080,396.4356949,0.2684844
1583509140,639.5659312,0.65022
1583509200,348.1658087,0.538818
1583509260,266.7042235,0.8135258
1583509320,569.6272667,0.7165127
1583509380,222.115582,0.8982047
1583509440,718.6355913,0.5353405
1583509500,493.402266,0.3885679
1583509560,611.6433129,0.4298396
1583509620,297.6182406,0.1278656
1583509680,465.2004344,0.8000469
1583509740,525.3498554,0.5118263
1583509800,586.8730682,0.2950343
1583509860,604.4272835,0.7993336
1583509920,508.5287423,0.7230872
1583509980,576.815238,0.3719179
1583510040,402.9241804,0.7812357
1583510100,726.4607071,0.0143482
1583510160,402.0913235,0.453333
1583510220,556.9279172,0.3462639
1583510280,438.450714,0.0636579
1583510340,799.29148,0.0788548
1583510400,381.6821202,0.0712254
1583510460,609.2036266,0.1805456
1583510520,578.7798818,0.6935761
1583510580,283.9345067,0.0015457
1583510640,493.9524002,0.6829042
1583510700,793.5107242,0.03566
1583510760,596.7172563,0.8218082
1583510820,228.9105392,0.2649444
1583510880,661.4358375,0.1243831
1583510940,464.7007844,0.273291
1583511000,609.9380646,0.9292713
1583511060,389.0350274,0.5878725
1583511120,401.3853541,0.9550373
1583511180,722.8771924,0.5228538
1583511240,648.2339388,0.6288909
1583511300,775.8615831,0.9510941
1583511360,752.2038933,0.3847533
1583511420,660.109813,0.3052961
1583511480,786.3383399,0.0296249
1583511540,680.7405907,0.1677519
1583511600,575.5403276,0.4473581
1583511660,274.8670113,0.1161347
1583511720,437.2355895,0.5476996
1583511780,582.5023748,0.4416674
1583511840,255.6562756,0.9536046
1583511900,352.8391584,0.7460376
1583511960,705.657724,0.0080176
1583512020,351.4159467,0.5224631
1583512080,247.0114771,0.01924
1583512140,613.6078892,0.0942031
1583512200,426.1440573,0.484302
1583512260,773.9121645,0.8049876
1583512320,759.1517455,0.6811045
1583512380,332.5548524,0.6853803
1583512440,219.4557012,0.4766087
1583512500,607.8854428,0.2248001
1583512560,306.9066121,0.1460997
1583512620,312.440122,0.7199738
1583512680,582.8149249,0.0137981
1583512740,741.2856995,0.9211497
1583512800,479.3895131,0.3523215
1583512860,274.8440809,0.9793325
1583512920,786.7486829,0.3301517
1583512980,786.2822049,0.4282421
1583513040,415.6897199,0.9171177
1583513100,643.6472852,0.822351
1583513160,762.5429014,0.1429184
1583513220,495.0764208,0.7605163
1583513280,504.3338637,0.8548252
1583513340,599.7679998,0.1732317
1583513400,408.7143069,0.8997142
1583513460,514.6114502,0.6430513
1583513520,344.7569452,0.303056
1583513580,651.5172464,0.2331016
1583513640,754.8053957,0.4976614
1583513700,495.6276581,0.8050421
1583513760,695.4719862,0.2995352
1583513820,546.6702717,0.5986661
1583513880,775.0812811,0.2932825
1583513940,248.1162918,0.4443201
1583514000,588.9166279,0.4825521
1583514060,609.6968954,0.1707846
1583514120,760.9218273,0.7079851
1583514180,574.2237158,0.8230381
1583514240,497.8313423,0.7046546
1583514300,519.9474759,0.4370899
1583514360,691.3021719,0.7953323
1583514420,731.4828595,0.1817181
1583514480,226.8071446,0.8832852
1583514540,231.6751393,0.8093004
1583514600,678.7198754,0.0980539
1583514660,431.0976157,0.7219079
1583514720,787.9725017,0.0586525
1583514780,230.2584403,0.7239207
1583514840,296.0950638,0.2687372
1583514900,596.7178134,0.6724269
1583514960,593.2448813,0.0011279
1583515020,346.5874627,0.5297491
1583515080,368.6021988,0.8854915
1583515140,281.725714,0.8037229
1583515200,748.4779986,0.4665635
1583515260,228.4792813,0.2310226
1583515320,435.0488181,0.8864821
1583515380,524.1903611,0.963913
1583515440,787.697428,0.6872154
1583515500,346.7624323,0.5564841
1583515560,313.6875732,0.9312652
1583515620,411.2307699,0.7189455
1583515680,226.7919863,0.9716698
1583515740,208.3787269,0.2449348
1583515800,330.1689847,0.4010803
1583515860,689.0403718,0.1475229
1583515920,690.200406,0.2695301
1583515980,297.4547246,0.2039159
1583516040,200.0825172,0.1578536
1583516100,351.2740611,0.2837094
1583516160,681.3608551,0.6689724
1583516220,353.6973757,0.1116731
1583516280,519.7122876,0.5123986
1583516340,308.670098,0.4477
1583516400,422.8056362,0.0223609
1583516460,634.8883061,0.0851282
1583516520,720.5502363,0.6055613
1583516580,310.0170848,0.116875
1583516640,762.5412008,0.1269241
1583516700,761.8748172,0.1715407
1583516760,341.3535779,0.908086
1583516820,489.7327305,0.7412974
1583516880,573.9312543,0.8507458
1583516940,548.0996928,0.2612416
1583517000,635.7408947,0.2889864
1583517060,725.0268633,0.0231364
1583517120,434.9391149,0.448172
1583517180,216.2684872,0.9684093
1583517240,533.8291496,0.338238
1583517300,388.7619989,0.1584916
1583517360,349.736586,0.2667377
1583517420,685.6741599,0.355394
1583517480,707.2186864,0.4336317
1583517540,516.213398,0.8494756
1583517600,775.3058495,0.2906022
1583517660,620.3355493,0.0589583
1583517720,255.8994721,0.415242
1583517780,636.3445704,0.20065
1583517840,712.1243426,0.7251011
1583517900,533.9625101,0.1482453
1583517960,350.6275869,0.5243433
1583518020,585.4698067,0.4042
1583518080,458.2954027,0.3448762
1583518140,341.9353587,0.5261673
1583518200,765.4306655,0.3301904
1583518260,639.5986918,0.3057363
1583518320,281.932544,0.4280433
1583518380,617.4611971,0.8408479
1583518440,394.8517896,0.6752667
1583518500,720.4550153,0.8327595
1583518560,380.8168472,0.3554074
1583518620,741.4083127,0.4863516
1583518680,604.1551501,0.2154757
1583518740,546.7822802,0.2559496
1583518800,370.901398,0.3207052
1583518860,564.9546496,0.3875504
1583518920,729.8838416,0.9671541
1583518980,261.3061063,0.1903423
1583519040,399.3332581,0.3447609
1583519100,647.0157393,0.2374174
1583519160,372.7797066,0.531136
1583519220,739.3418375,0.2813791
1583519280,458.586379,0.9822604
1583519340,446.0736671,0.106955
1583519400,750.5257853,0.6136762
1583519460,636.1697594,0.6886189
1583519520,329.783797,0.8372558
1583519580,483.546893,0.0164753
1583519640,505.2756622,0.8391998
1583519700,339.8119596,0.8160219
1583519760,397.8466432,0.2924471
1583519820,337.6593975,0.9310635
1583519880,784.2160881,0.6599295
1583519940,217.2950567,0.6309124
1583520000,279.0463089,0.915208
1583520060,358.5484551,0.2141073
1583520120,210.6144858,0.5921334
1583520180,410.7459579,0.5926763
1583520240,603.1587431,0.8838852
1583520300,649.6614401,0.9428826
1583520360,259.5188205,0.7301409
1583520420,239.8339851,0.0221242
1583520480,314.6224758,0.2347691
1583520540,749.5497083,0.5941004
1583520600,637.2101057,0.2853313
1583520660,695.9845678,0.4045854
1583520720,325.7836257,0.2092475
1583520780,637.6621586,0.3956202
1583520840,394.7570143,0.3355556
1583520900,470.0573269,0.2227736
1583520960,374.5389057,0.81293
1583521020,396.7033453,0.5408762
1583521080,316.9003054,0.2666435
1583521140,736.0874298,0.516752
1583521200,596.1831374,0.4235168
1583521260,624.8762448,0.2536133
1583521320,1062.7430029,0.6749882
1583521380,844.3908706,0.1128514
1583521440,1065.9064637,0.0003338
1583521500,830.6754257,0.0647771
1583521560,643.0963363,0.5938462
1583521620,965.802464,0.8524368
1583521680,556.0219493,0.5883969
1583521740,662.4223917,0.5307257
1583521800,716.5471951,0.1413866
1583521860,611.0219587,0.1037232
1583521920,728.5689362,0.5279235
1583521980,654.8213153,0.6297654
1583522040,730.7456391,0.4805246
1583522100,908.0822835,0.0375497
1583522160,933.6354888,0.1732073
1583522220,1114.3143816,0.0207867
1583522280,998.7004659,0.1316123
1583522340,702.5320475,0.4367251
1583522400,706.8932665,0.2266512
1583522460,1013.4111801,0.0169203
1583522520,602.9608375,0.7216473
1583522580,1169.2485559,0.7252856
1583522640,943.1880207,0.7793817
1583522700,1126.1937669,0.1482446
1583522760,569.7994579,0.7335871
1583522820,640.5279585,0.7192182
1583522880,739.4836037,0.6088481
1583522940,888.6579552,0.3679405
1583523000,843.9497153,0.6036362
1583523060,670.0203439,0.8134269
1583523120,1043.3228389,0.3244972
1583523180,1057.7118104,0.875435
1583523240,747.2207511,0.4051161
1583523300,1175.7866759,0.4091326
1583523360,862.1749605,0.3962798
1583523420,977.67561,0.7091546
1583523480,730.5841019,0.2087718
1583523540,1036.2848961,0.1686235
1583523600,868.5390771,0.9832777
1583523660,997.5315773,0.1402464
1583523720,1094.234261,0.2792318
1583523780,809.1514124,0.5229382
1583523840,1166.4168222,0.966755
1583523900,705.5471087,0.1591405
1583523960,1152.4573018,0.9679223
1583524020,1087.8791912,0.0274878
1583524080,1090.0825638,0.4649367
1583524140,907.4053901,0.2315666
1583524200,1114.0854314,0.0613569
1583524260,1157.5556507,0.3612973
1583524320,922.1747883,0.8152146
1583524380,505.6180649,0.4279133
1583524440,980.7561184,0.8738277
1583524500,1140.3314554,0.4149627
1583524560,959.9148837,0.2048651
1583524620,1010.715468,0.4075039
1583524680,1065.884489,0.6087153
1583524740,1078.7938238,0.9024817
1583524800,1011.2113849,0.9896276
1583524860,1012.5574861,0.989956
1583524920,1102.2910406,0.9591206
1583524980,869.2476753,0.8432933
1583525040,1150.4597988,0.0559614
1583525100,795.7279135,0.6385372
1583525160,526.9171728,0.0764386
1583525220,523.1221296,0.2034505
1583525280,1192.2920592,0.4501745
1583525340,599.6109292,0.6095947
1583525400,828.2430232,0.3739259
1583525460,1022.5286117,0.5493664
1583525520,567.7514907,0.5320073
1583525580,546.0928259,0.3587102
1583525640,863.8312191,0.6911892
1583525700,702.1333759,0.3400926
1583525760,764.5056908,0.6734425
1583525820,625.161229,0.9413465
1583525880,722.2475228,0.2579603
1583525940,826.1652607,0.8602971
1583526000,1152.5099189,0.0522984
1583526060,889.7450462,0.7150268
1583526120,625.5850514,0.2704877
1583526180,772.3566659,0.1540484
1583526240,548.526679,0.4326208
1583526300,971.8508177,0.7564649
1583526360,576.6901129,0.8643594
1583526420,787.9117553,0.5806854
1583526480,515.2197145,0.8118111
1583526540,1197.5474048,0.3472812
1583526600,555.7326193,0.3032457
1583526660,1123.55015,0.4277497
1583526720,546.4593215,0.0833489
1583526780,661.2428172,0.2847488
1583526840,980.0559939,0.6437089
1583526900,1044.7258192,0.3536919
1583526960,780.365932,0.3481564
1583527020,979.1478341,0.3008149
1583527080,710.8568189,0.25029
1583527140,771.8013477,0.8130293
1583527200,1108.167596,0.8211113
1583527260,513.6321479,0.8064144
1583527320,1065.7776389,0.4647636
1583527380,616.3065376,0.4777771
1583527440,832.0722605,0.5263577
1583527500,683.914945,0.3673876
1583527560,931.3777282,0.5762464
1583527620,1075.3261924,0.3925711
1583527680,1115.4525951,0.7912762
1583527740,604.4865886,0.035421
1583527800,1064.6850959,0.503367
1583527860,561.0863256,0.666538
1583527920,975.3300606,0.3449382
1583527980,884.4264826,0.07445
1583528040,1060.7570577,0.1755016
1583528100,635.3477862,0.0504079
1583528160,860.1829131,0.3319367
1583528220,695.9331613,0.486948
1583528280,1141.4968902,0.7893954
1583528340,1098.8241821,0.4958866
1583528400,975.7862993,0.9978789
1583528460,887.1625784,0.8160356
1583528520,668.0688331,0.2933867
1583528580,839.472071,0.43
1583528640,561.562706,0.0017696
1583528700,570.0852021,0.4646941
1583528760,882.6893798,0.2262222
1583528820,1060.3440771,0.8990294
1583528880,1048.842952,0.5239044
1583528940,1019.4304558,0.545924
1583529000,539.282084,0.8711808
1583529060,690.9189238,0.5551322
1583529120,1135.8333785,0.2152529
1583529180,900.9973516,0.0404255
1583529240,1165.2645967,0.0221384
1583529300,612.1534873,0.4362025
1583529360,597.069751,0.5643687
1583529420,990.7273165,0.2184162
1583529480,1136.7528244,0.5289642
1583529540,1067.8366451,0.5426932
1583529600,757.8831404,0.9423728
1583529660,628.3532504,0.1756742
1583529720,672.9652206,0.5052704
1583529780,549.3362194,0.1128599
1583529840,1079.7187534,0.9545624
1583529900,884.9487828,0.8447024
1583529960,807.7063681,0.2762021
1583530020,799.030614,0.3888946
1583530080,727.0089715,0.5674679
1583530140,754.9734158,0.9049247
1583530200,1124.6519291,0.5812475
1583530260,591.1921595,0.9668164
1583530320,996.7902234,0.3149947
1583530380,939.1211559,0.4452258
1583530440,719.5125162,0.8146183
1583530500,1161.9626237,0.9518228
1583530560,748.6918262,0.3340604
1583530620,998.8295561,0.0208088
1583530680,701.7338595,0.0672422
1583530740,674.2469021,0.7966972
1583530800,1057.7262284,0.1397255
1583530860,1048.5812938,0.0455812
1583530920,1052.3935271,0.6126489
1583530980,578.3416402,0.1849721
1583531040,911.5079773,0.7302717
1583531100,787.4829534,0.7646089
1583531160,1125.2448782,0.9032918
1583531220,1179.3657114,0.0051574
1583531280,1078.838488,0.1049624
1583531340,724.1827076,0.2375078
